verse_reference,chapter_number,text,layout_text,pdf_page,printed_page,bbox,label_present_in_later_edition_csv
39:29,39,"When the Muslims abandoned the Quran as their source of law, they plunged into perennial arguments and became divided partners. They argue about the “prophet’s hadith,"" which is authentic and which is not. They argue about the various opinions; is Imam Shafei correct or Imam Hanbali; was Abu Bakr supposed to be the first Caliph, or was Ali? Ironically, the prophet is the first to disown those who claim to love him (see 6:159). Similarly, Jesus will be the first to disown those who “love him very much ” and call him “God” or “son of God. ”","When the Muslims abandoned the Quran as their source of law, they
plunged into perennial arguments and became divided partners. They argue
about the “prophet’s hadith,"" which is authentic and which is not. They argue
about the various opinions; is Imam Shafei correct or Imam Hanbali; was Abu
Bakr supposed to be the first Caliph, or was Ali? Ironically, the prophet is the
first to disown those who claim to love him (see 6:159). Similarly, Jesus will be
the first to disown those who “love him very much ” and call him “God” or “son
of God. ”",328,316,"[64.0, 1935.919, 1573.262, 2387.133]",False
39:30,39,"In other words, do not idolize Muhammad. He is a human like you. Leave the invented lies that you call sunna and hadith, and come back to the Quran.","In other words, do not idolize Muhammad. He is a human like you.
Leave the invented lies that you call sunna and hadith, and come back to the
Quran.",328,316,"[68.0, 2390.373, 1574.253, 2572.739]",False
39:32,39,"Those who claim that hadith is divine revelation are lying about God and, at the same time, rejecting the truth of Quran (see 6:19, 38, and 114).","Those who claim that hadith is divine revelation are lying about God
and, at the same time, rejecting the truth of Quran (see 6:19, 38, and 114).",329,317,"[127.0, 2047.919, 1636.245, 2184.809]",False
39:36,39,"Those who idolize the prophet give you the impression that Muhammad will put you in hell or take you out of heaven if you do not follow the lies attributed to him, known as “hadith""and/or “sunna.”","Those who idolize the prophet give you the impression that
Muhammad will put you in hell or take you out of heaven if you do not follow the
lies attributed to him, known as “hadith""and/or “sunna.”",329,317,"[127.0, 2179.918, 1636.247, 2369.708]",False
39:38,39,"Unless you worship God ALONE, your worship is null and void (see 39:45, 39:65, 40:10-12, and 40:83-85).","Unless you worship God ALONE, your worship is null and void (see
39:45, 39:65, 40:10-12, and 40:83-85).",329,317,"[127.0, 2368.28, 1637.257, 2504.1]",False
39:42,39,See Appendix 14.,See Appendix 14.,329,317,"[128.0, 2503.373, 640.252, 2591.168]",False
39:44,39,"See Appendix 7. Neither Muhammad, nor Jesus, nor the saints, nor any idol possesses the power to intercede. All intercession belongs to God. See also 2:255, 6:5i, 6.70, 10:3, 19:871 22:28, 32:4, and 40:18.","See Appendix 7. Neither Muhammad, nor Jesus, nor the saints, nor
any idol possesses the power to intercede. All intercession belongs to God. See
also 2:255, 6:5i, 6.70, 10:3, 19:871 22:28, 32:4, and 40:18.",330,318,"[57.0, 2046.668, 1566.246, 2232.809]",False
39:45,39,"This is the classic test that shows us whether we really believe in the hereafter or simply deceive ourselves. A perfect example is footnote 39:44 above; those who disbelieve in the hereafter will dislike it. With many people, if you speak of God a/one, they dislike you; but if you speak of God and Muhammad, e.g., Quran and hadith, they become happy and satisfied. This is characteristic of false Muslims, as we learn from this verse and from 6:112-116.","This is the classic test that shows us whether we really believe in the
hereafter or simply deceive ourselves. A perfect example is footnote 39:44
above; those who disbelieve in the hereafter will dislike it. With many people, if
you speak of God a/one, they dislike you; but if you speak of God and
Muhammad, e.g., Quran and hadith, they become happy and satisfied. This is
characteristic of false Muslims, as we learn from this verse and from 6:112-116.",330,318,"[57.0, 2226.918, 1568.253, 2576.274]",True
39:53,39,"According to Quran, idol worship is not a sin; it is a category by itself; it is the only unforgivable offense (see 4:48, 116 and 31:13). The whole purpose of our creation is to worship God ALONE and never idolize anything or anyone besides Him.","According to Quran, idol worship is not a sin; it is a category by itself; it
is the only unforgivable offense (see 4:48, 116 and 31:13). The whole purpose
of our creation is to worship God ALONE and never idolize anything or anyone
besides Him.",331,319,"[117.0, 1968.895, 1626.249, 2203.959]",False
39:60,39,This is an Arabic proverb that has nothing to do with the color of the skin.,"This is an Arabic proverb that has nothing to do with the color of the
skin.",331,319,"[117.0, 2200.584, 1623.241, 2333.46]",False
39:65,39,"The idols listed throughout Quran include the prophets, saints, representations (statues), spouses, children, and material possessions.","The idols listed throughout Quran include the prophets, saints,
representations (statues), spouses, children, and material possessions.",331,319,"[117.0, 2335.596, 1620.264, 2474.1]",False
39:67,39,See Appendix 5.,See Appendix 5.,331,319,"[124.0, 2471.668, 610.245, 2560.392]",True
39:68,39,"These verses are written in the past tense because they narrate events that actually did take place in the future - our future. As far as God is concerned, our future is past, since the dimension of time does not apply to the almighty. See Appendix 10.","These verses are written in the past tense because they narrate events
that actually did take place in the future - our future. As far as God is
concerned, our future is past, since the dimension of time does not apply to the
almighty. See Appendix 10.",332,320,"[68.0, 2303.779, 1573.241, 2542.459]",True
40:1,40,"These two Quranic initials occur in the next seven consecutive suras. The frequency of occurrence of the letter “H"" in the seven suras is 280, and the frequency of occurrence of the letter “M”in the seven suras is 1829; making the total occurrence of the two letters 2109, a multiple of 19. Thus, like all Quranic initials, these two letters conform to the miraculous numerical code of Quran. (See Appendix 1.)","These two Quranic initials occur in the next seven consecutive suras.
The frequency of occurrence of the letter “H"" in the seven suras is 280, and the
frequency of occurrence of the letter “M”in the seven suras is 1829; making the
total occurrence of the two letters 2109, a multiple of 19. Thus, like all Quranic
initials, these two letters conform to the miraculous numerical code of Quran.
(See Appendix 1.)",333,321,"[135.0, 2241.918, 1643.257, 2590.351]",True
40:11,40,"We were dead, then brought into this life, then we die, then we get resurrected for the eternal life of the hereafter. (See 2:28).","We were dead, then brought into this life, then we die, then we get
resurrected for the eternal life of the hereafter. (See 2:28).",334,322,"[71.0, 2082.918, 1576.255, 2220.809]",False
40:12,40,"This is exactly what the majority of “Muslims” have fallen in. Thus, if you ask them to worship God alone, i.e., uphold the Quran alone, they disbelieve. But when you mention God and Muhammad, i.e., the Quran and “hadith,” they believe. (See 5:22).","This is exactly what the majority of “Muslims” have fallen in. Thus, if
you ask them to worship God alone, i.e., uphold the Quran alone, they
disbelieve. But when you mention God and Muhammad, i.e., the Quran and
“hadith,” they believe. (See 5:22).",334,322,"[70.0, 2216.248, 1580.262, 2460.15]",False
40:17,40,The reckoning on the day of judgment will be instantaneous and automatic. See Appendix 10.,"The reckoning on the day of judgment will be instantaneous and
automatic. See Appendix 10.",334,322,"[72.0, 2455.918, 1578.246, 2591.1]",False
40:46,40,"The period of death, no matter how long, passes like one night of sleep. During that night, our dreams go on as happy dreams or nightmares, depending on our degree of righteousness at death. See Appendix 14.","The period of death, no matter how long, passes like one night of sleep.
During that night, our dreams go on as happy dreams or nightmares,
depending on our degree of righteousness at death. See Appendix 14.",336,324,"[67.0, 2355.918, 1569.238, 2545.459]",False
40:57,40,"Our immediate universe, the smallest and innermost among seven universes, contains a billion galaxies, a billion trillion stars, and countless trillions of planets, fell these heavenly bodies move precisely in their specific Corbits without crashing into each other.","Our immediate universe, the smallest and innermost among seven
universes, contains a billion galaxies, a billion trillion stars, and countless
trillions of planets, fell these heavenly bodies move precisely in their specific
Corbits without crashing into each other.",337,325,"[111.0, 1867.28, 1646.246, 2107.351]",False
