Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote	VerseId
ROM	1	4	h97z	figs-idiom	νεκρῶν	1	by the resurrection from the dead	Here, the phrase translated **of dead ones** refers to dead people. Here it means that Jesus physically died and was buried. If your language has a word or phrase for the place that dead people go, you could use it here. Alternate translation: “from the place where dead people are” (See: [[rc://en/ta/man/translate/figs-idiom]])	ROM 1:4
ROM	1	4	zvql	figs-possession	νεκρῶν	1		Paul is using the possessive form to describe the place from where **Jesus** was resurrected. If this is not clear in your language, you could use the preposition “from” instead of “of.” Alternate translation: “from death” or “from among the dead ones” (See: [[rc://en/ta/man/translate/figs-possession]])	ROM 1:4
ROM	1	4	brej	figs-exclusive	ἡμῶν	1		Here, **our** refers to all Christians, so it is inclusive. Your language may require you to mark these forms. (See: [[rc://en/ta/man/translate/figs-exclusive]])	ROM 1:4
ROM	1	5	ww9a	figs-explicit	δι’ οὗ	1	we have received grace and apostleship	Here, **whom** refers to Jesus. If this might confuse your readers, you could state this explicitly. Alternate translation: “through Jesus” (See: [[rc://en/ta/man/translate/figs-explicit]])	ROM 1:5
ROM	1	5	jr9e	figs-abstractnouns	δι’ οὗ ἐλάβομεν χάριν καὶ ἀποστολὴν	1		If your language does not use abstract nouns for the ideas of **grace** and **apostleship**, you could express the same idea in another way. Alternate translation: “he who acted kindly toward us and made us his apostles” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	ROM 1:5
ROM	1	5	mosg	figs-exclusive	ἐλάβομεν	1		Here, **we** is exclusive and your language may require you to mark this form. It could refer to: (1) Paul and other apostles, as in the UST. (2) Paul speaking about himself in a plural form. Alternate translation: “I received” (See: [[rc://en/ta/man/translate/figs-exclusive]])	ROM 1:5
ROM	1	5	krzj	figs-abstractnouns	εἰς ὑπακοὴν πίστεως ἐν πᾶσιν τοῖς ἔθνεσιν	1		If your language does not use abstract nouns for the ideas of **obedience** and **faith**, you could express the same idea in another way. Alternate translation: “for people to faithfully obey Jesus among all the Gentiles” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	ROM 1:5
ROM	1	5	cf3g	figs-possession	εἰς ὑπακοὴν πίστεως	1		Here, **obedience of faith** could refer to: (1) obedience that is characterized by trust in God. Alternate translation: “for obedience by trusting in God” or “obedience that comes from trusting in God” (2) obedience that results from trusting in God. Alternate translation: “faith that results in obedience” (See: [[rc://en/ta/man/translate/figs-possession]])	ROM 1:5
ROM	1	5	eem9	figs-explicit	ἐν πᾶσιν τοῖς ἔθνεσιν	1		Here, **the Gentiles** could refer to: (1) the nations. Use this interpretation if you interpreted **we** to refer to all the apostles and retained it in your translation. Alternate translation: “among all people groups” (2) non-Jewish people groups. Use this interpretation if you interpreted **we** to refer only to Paul and translated it as “I”. Alternate translation: “among all non-Jewish people” (See: [[rc://en/ta/man/translate/figs-explicit]])	ROM 1:5
ROM	1	5	rd3v	figs-infostructure	ἐλάβομεν χάριν καὶ ἀποστολὴν εἰς ὑπακοὴν πίστεως ἐν πᾶσιν τοῖς ἔθνεσιν ὑπὲρ τοῦ ὀνόματος αὐτοῦ	1		If it would be more natural in your language, you could change the order of these phrases. Alternate translation: “we received grace and apostleship for the sake of his name, for obedience of the faith among all the Gentiles” (See: [[rc://en/ta/man/translate/figs-infostructure]])	ROM 1:5
ROM	1	5	sxc7	figs-metonymy	ὑπὲρ τοῦ ὀνόματος αὐτοῦ	1	for obedience of faith among all the nations, for the sake of his name	Here Paul uses **name** figuratively. It could refer to: (1) Jesus himself. Alternate translation: “for the sake of Jesus” (2) Jesus’ reputation. Alternate translation: “for the sake of Jesus’ fame” (See: [[rc://en/ta/man/translate/figs-metonymy]])	ROM 1:5
ROM	1	6	xurz	figs-explicit	ἐν οἷς	1		Here,**whom** refers to “the Gentiles” who were mentioned in the previous verse. If it would be helpful to your readers, you could state this explicitly. See how you translated “the Gentiles” in the previous verse. Alternate translation: “among the nations” or “among the Gentiles” (See: [[rc://en/ta/man/translate/figs-explicit]])	ROM 1:6
ROM	1	6	sks2	figs-you	ὑμεῖς	1		In this letter, with four exceptions, the words **you** and your are plural and refer to the recipients of this letter, who are members of the church at Rome (See [1:7](../01/07.md)). If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “you believers in Christ at Rome” (See: [[rc://en/ta/man/translate/figs-you]])	ROM 1:6
ROM	1	6	qq9z	figs-possession	κλητοὶ Ἰησοῦ Χριστοῦ	1		Paul is using the possessive form to describe **called ones** who were called by **Jesus Christ**. If this is not clear in your language, you could use a different expression. Alternate translation: “ones called by Jesus Christ” (See: [[rc://en/ta/man/translate/figs-possession]])	ROM 1:6
ROM	1	7	z85a	figs-123person	πᾶσιν τοῖς οὖσιν ἐν Ῥώμῃ	1	This letter is to all who are in Rome, the beloved of God, who are called to be holy people	In this culture, after giving their own names, letter writers would then say to whom they were writing, and they would name those people in the third person. If that would be confusing in your language, you could use the second person. Alternate translation: “To all of you who are in Rome” (See: [[rc://en/ta/man/translate/figs-123person]])	ROM 1:7
ROM	1	7	zfwq	figs-nominaladj	ἀγαπητοῖς Θεοῦ	1		Paul is using the adjective **beloved** as a noun in order to describe the church at Rome. Your language may use adjectives in the same way. If not, you could translate this words with a noun phrase. Alternate translation: “people who are loved of God” (See: [[rc://en/ta/man/translate/figs-nominaladj]])	ROM 1:7
ROM	1	7	rkdh	figs-possession	ἀγαπητοῖς Θεοῦ	1		Paul is using the possessive form to describe the **beloved** who are loved by **God**. If this is not clear in your language, you could express the meaning plainly. Alternate translation: “loved by God” (See: [[rc://en/ta/man/translate/figs-possession]])	ROM 1:7
ROM	1	7	ys4e	figs-abstractnouns	χάρις ὑμῖν καὶ εἰρήνη ἀπὸ Θεοῦ Πατρὸς ἡμῶν καὶ Κυρίου Ἰησοῦ Χριστοῦ	1	May grace be to you, and peace	If your readers would misunderstand the abstract nouns **grace** and **peace**, you could express the ideas behind them with equivalent expressions. Alternate translation: “May God our Father and the Lord Jesus Christ show his gracious acts to you and make you feel peaceful” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	ROM 1:7
ROM	1	7	j61d	figs-exclusive	Πατρὸς ἡμῶν	1		When Paul writes **our** here, he is speaking of himself and his readers, so **our** would be inclusive. Your language may require you to mark this form. Alternate translation: “who is the Father of us Christians” (See: [[rc://en/ta/man/translate/figs-exclusive]])	ROM 1:7
ROM	1	8	tdsj	figs-possession	τῷ Θεῷ μου	1		Paul is using the possessive form **my God** to express that he belongs to **God**. Paul does not mean that he owns God. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “the God I belong to” or “the God that owns me” (See: [[rc://en/ta/man/translate/figs-possession]])	ROM 1:8
ROM	1	8	bphf	figs-abstractnouns	ἡ πίστις ὑμῶν	1		If your language does not use an abstract noun for the idea of **faith**, you could express the same idea in another way. Alternate translation: “the way you trust in Christ” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	ROM 1:8
ROM	1	8	efqs	figs-activepassive	ἡ πίστις ὑμῶν καταγγέλλεται	1		If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. The context indicates that other believers are proclaiming how great the faith of the Roman believers is. Alternate translation: “other people are proclaiming your faith” (See: [[rc://en/ta/man/translate/figs-activepassive]])	ROM 1:8
ROM	1	8	k7qf	figs-hyperbole	ἐν ὅλῳ τῷ κόσμῳ	1		Here, **the whole world** is an exaggeration that refers to all the parts of the world that were familiar to Paul and his readers, particularly the Roman Empire. Paul is not referring to every place on the planet. If this would confuse your readers, you could express the meaning plainly. Alternate translation: “across the known world” or “wherever the Roman Empire is” (See: [[rc://en/ta/man/translate/figs-hyperbole]])	ROM 1:8
ROM	1	9	twht	figs-infostructure	μάρτυς…μού ἐστιν ὁ Θεός, ᾧ λατρεύω ἐν τῷ πνεύματί μου ἐν τῷ εὐαγγελίῳ τοῦ Υἱοῦ αὐτοῦ, ὡς ἀδιαλείπτως μνείαν ὑμῶν ποιοῦμαι	1	For God is my witness	If it would be more natural in your language, you could change the order of these clauses and make a new sentence if necessary. Alternate translation: “God is my witness how I continually make mention of you. I serve him in my spirit in the gospel of his Son” (See: [[rc://en/ta/man/translate/figs-infostructure]])	ROM 1:9
ROM	1	9	dx6p	figs-distinguish	μάρτυς…μού…ᾧ λατρεύω ἐν τῷ πνεύματί μου ἐν τῷ εὐαγγελίῳ τοῦ Υἱοῦ αὐτοῦ	1	in my spirit	This phrase gives us further information about **God**. If this is not understood in your language, you can make the relationship between these phrases clearer. Alternate translation: “my witness and I serve him in my spirit in the gospel of his Son” (See: [[rc://en/ta/man/translate/figs-distinguish]])	ROM 1:9
ROM	1	9	ll1e	figs-abstractnouns	μάρτυς…μού	1	in my spirit	If your language does not use an abstract noun for the idea of **witness**, you could express the same idea in another way. Alternate translation: “the one who testifies about me” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	ROM 1:9
ROM	1	9	ydnc	figs-explicit	ἐν τῷ πνεύματί μου	1		Here, **spirit** refers to the inner person, which is what a person thinks and feels. Paul means that he serves God with complete devotion. If this might confuse your readers, you could express the meaning plainly. Alternative translation: “with my whole heart” or “wholeheartedly” (See: [[rc://en/ta/man/translate/figs-explicit]])	ROM 1:9
ROM	1	9	ih0v	figs-explicit	ἐν τῷ εὐαγγελίῳ	1		Here, **in** indicates the means by which Paul served God and **gospel** refers specifically to proclaiming the **gospel**. If this might confuse your readers, you could state this explicitly. Alternate translation: “by proclaiming the gospel” (See: [[rc://en/ta/man/translate/figs-explicit]])	ROM 1:9
ROM	1	9	o66d	figs-possession	ἐν τῷ εὐαγγελίῳ τοῦ Υἱοῦ αὐτοῦ	1		Paul is using the possessive form to describe the **gospel** that is about God’s **Son**. If this is not clear in your language, you could use express the meaning plainly. Alternate translation: “in the gospel about his Son” (See: [[rc://en/ta/man/translate/figs-possession]])	ROM 1:9
