marker,verse_reference,chapter_number,text,layout_text,pdf_page,printed_page,bbox,bbox_normalized,later_edition_candidates_same_label,exact_match_to_later_edition
*,56:79,56,"The insincere who are not satisfied with the Quran alone are divinely prevented from understanding the Quran. This concept is repeated throughout the Quran (17:45, 18:57). Consequently, they cannot understand this verse. For example, compare this translation of 7:3, 17:46, 41:44, & 56:79 with other translations.","The insincere who are not satisfied with the Quran alone are divinely prevented
from understanding the Quran. This concept is repeated throughout the Quran (17:45,
18:57). Consequently, they cannot understand this verse. For example, compare this
translation of 7:3, 17:46, 41:44, & 56:79 with other translations.",556,537,"[40.7, 611.848, 478.13, 664.046]","[0.078587, 0.856091, 0.923209, 0.929126]","The insincere who are not satisfied with the Quran alone are divinely prevented from understanding the Quran. This concept is repeated throughout the Quran (17:45, 18:57). Consequently, they cannot understand this verse. For example, compare this translation of 7:3, 17:46, 41:44, & 56:79 with other translations.",True
*,57:4,57,"The six days of creation are simply a yardstick to inform us of the relative importance of various components, to emphasize the significance of the planet Earth, and to let us know that the Earth is the only inhabited planet. See Footnote 41:9-10.","The six days of creation are simply a yardstick to inform us of the relative impor
tance of various components, to emphasize the significance of the planet Earth, and to
let us know that the Earth is the only inhabited planet. See Footnote 41:9-10.",557,538,"[40.45, 630.448, 478.31, 668.748]","[0.078104, 0.882116, 0.923557, 0.935704]","The six days of creation are simply a yardstick to inform us of the relative importance of various components, to emphasize the significance of the planet Earth, and to let us know that the Earth is the only inhabited planet. See Footnote 41:9-10.",False
*,57:22,57,"We are absolutely free to side with God, or with Satan. God happens to know precisely what kind of decision each of us will make. The video tape of your life, from birth to death, is already recorded. See Appendix 14.","We are absolutely free to side with God, or with Satan. God happens to know
precisely what kind of decision each of us will make. The video tape of your life, from
birth to death, is already recorded. See Appendix 14.",559,540,"[39.95, 617.948, 477.08, 656.247]","[0.077138, 0.864626, 0.921182, 0.918213]","We are absolutely free to side with God, or with Satan. God happens to know precisely what kind of decision each of us will make. The video tape of your life, from birth to death, is already recorded. See Appendix 14.",True
*,58:2,58,Estranging a wife by declaring that she is like one’s mother was an ancient tradition in Arabia. This is the only sura where the word “Allah” occurs in every verse.,"Estranging a wife by declaring that she is like one’s mother was an ancient tradi
tion in Arabia. This is the only sura where the word “Allah” occurs in every verse.",561,542,"[40.2, 630.698, 476.162, 655.548]","[0.077621, 0.882465, 0.919409, 0.917235]","Estranging a wife by declaring that she is like one's mother was an ancient tradition in Arabia. This is the only sura where the word ""Allah"" occurs in every verse.",False
*,60:4,60,"The Arabic word for “ALONE” (WAHDAHU) occurs only six times in the Quran, one of them refers to upholding the Quran ALONE (17:46). The reference to God ALONE occurs in 7:70, 39:45, 40:12 & 84, and 60:4. The sum of these numbers (7+70+39+45+40+12+84+60+4) equals 361, or 19x19. This emphasizes that the main theme of the Quran is “Worship God ALONE. ” Appendix 1.","The Arabic word for “ALONE” (WAHDAHU) occurs only six times in the
Quran, one of them refers to upholding the Quran ALONE (17:46). The reference to
God ALONE occurs in 7:70, 39:45, 40:12 & 84, and 60:4. The sum of these numbers
(7+70+39+45+40+12+84+60+4) equals 361, or 19x19. This emphasizes that the
main theme of the Quran is “Worship God ALONE. ” Appendix 1.",568,549,"[39.95, 573.798, 478.416, 638.845]","[0.077138, 0.802852, 0.923761, 0.893865]","The Arabic word for ""ALONE"" (WAHDAHU) occurs only six times in the Quran, one of them refers to upholding the Quran ALONE (17:46). The reference to God ALONE occurs in 7:70, 39:45, 40:12 & 84, and 60:4. The sum of these numbers (7+70+39+45+40+12+84+60+4) equals 361, or 19x19. This emphasizes that the main theme of the Quran is ""Worship God ALONE."" Appendix 1.

±±60:4 We can pray for guidance for the idolators, not forgiveness, since God's law is that idolatry is the only unforgivable offense (4:48 & 116).",False
**,60:4,60,"We can pray for guidance for the idolators, not forgiveness, since God’s law is that idolatry is the only unforgivable offense (4:48 & 116).","We can pray for guidance for the idolators, not forgiveness, since God’s law is
that idolatry is the only unforgivable offense (4:48 & 116).",568,549,"[40.2, 640.548, 478.068, 665.848]","[0.077621, 0.896247, 0.923089, 0.931647]","The Arabic word for ""ALONE"" (WAHDAHU) occurs only six times in the Quran, one of them refers to upholding the Quran ALONE (17:46). The reference to God ALONE occurs in 7:70, 39:45, 40:12 & 84, and 60:4. The sum of these numbers (7+70+39+45+40+12+84+60+4) equals 361, or 19x19. This emphasizes that the main theme of the Quran is ""Worship God ALONE."" Appendix 1.

±±60:4 We can pray for guidance for the idolators, not forgiveness, since God's law is that idolatry is the only unforgivable offense (4:48 & 116).",False
*,61:9,61,The specific name of this messenger is spelled out mathematically (Appendix 2). L11,"The specific name of this messenger is spelled out mathematically (Appendix 2).
L11",571,552,"[36.1, 649.548, 475.108, 680.85]","[0.069705, 0.90884, 0.917374, 0.952637]",The specific name of this messenger is spelled out mathematically (Appendix 2).,False
*,63:1,63,"The ‘first pillar of Islam, ” as stated in 3:18 is to bear witness that God is the only god. But the corrupted “Muslim” scholars add “Muhammad is God’s messenger,” and this violates a number of commandments (see 2:285). Verse 63:1 is the only place in the Quran where such a statement is made. Only the hypocrites make such a statement.","The ‘first pillar of Islam, ” as stated in 3:18 is to bear witness that God is the only
god. But the corrupted “Muslim” scholars add “Muhammad is God’s messenger,” and
this violates a number of commandments (see 2:285). Verse 63:1 is the only place in the
Quran where such a statement is made. Only the hypocrites make such a statement.",573,554,"[39.5, 617.598, 476.116, 669.196]","[0.07627, 0.864136, 0.91932, 0.936331]","The ""first pillar of Submission,"" as stated in 3:18 is to bear witness that God is the only god. But the corrupted ""Muslim"" scholars add ""Muhammad is God's messenger,"" and this violates a number of commandments (see 2:285). Verse 63:1 is the only place in the Quran where such a statement is made. Only the hypocrites make such a statement.",False
*,63:6,63,Millions of people idolize their prophets because of this myth (Appendix 8),Millions of people idolize their prophets because of this myth (Appendix 8),574,555,"[41.65, 648.698, 441.742, 660.698]","[0.080421, 0.907651, 0.852948, 0.924441]",Millions of people idolize their prophets because of this myth (Appendix 8).,False
*,64:3,64,We are in this world due to God’s immense mercy. The Most Gracious has given us a chance to redeem ourselves. See the Introduction & Appendix 7.,"We are in this world due to God’s immense mercy. The Most Gracious has given
us a chance to redeem ourselves. See the Introduction & Appendix 7.",575,556,"[41.65, 643.048, 476.268, 668.001]","[0.080421, 0.899745, 0.919614, 0.934659]",We are in this world due to God's immense mercy. The Most Gracious has given us a chance to redeem ourselves. See the Introduction & Appendix 7.,False
*,65:1,65,"The divorcee’s interim, before becoming eligible for remarriage, is a waiting period of three menstruations. This ensures that the divorcee was not pregnant (2:228).","The divorcee’s interim, before becoming eligible for remarriage, is a waiting
period of three menstruations. This ensures that the divorcee was not pregnant (2:228).",577,558,"[39.95, 645.948, 477.548, 671.348]","[0.077138, 0.903803, 0.922085, 0.939342]","The divorcee's interim, before becoming eligible for remarriage, is a waiting period of three menstruations. This ensures that the divorcee was not pregnant (2:228).",False
*,65:10-11,65,"The “Messenger” here is clearly the Quran. Verse 10 talks about “sending down a message, ” and this points to the Quran as the messenger in 65:11 (App. 20).","The “Messenger” here is clearly the Quran. Verse 10 talks about “sending
down a message, ” and this points to the Quran as the messenger in 65:11 (App. 20).",578,559,"[40.45, 598.148, 478.176, 621.792]","[0.078104, 0.836922, 0.923298, 0.870004]","The ""Messenger"" here is clearly the Quran. Verse 10 talks about ""sending down a message,"" and this points to the Quran as the messenger in 65:11 (App. 20).",False
